Review,traduccion_nueva,ds,Bank Name,data_source,state,Sentiment_score,Predicted_SASB,Predicted_Pilar,dimension_SSINDEX,dimension_SASB,relevance,relevance_2,Pilar,SASB,Sentiment_gen,year,month,month_num,city
"Si 10 minutos estuvimos ahí, fue mucho, atención rapidísima, entre el turno y el trámite de NetKey","If we were there for 10 minutes, it was a lot, very fast service, between the shift and the NetKey procedure",2024-01-13,Citibanamex,maps,Nuevo León,80,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2024.0,January,1.0,Monterrey
Huele a fundillo sudao...,It smells like sweaty fundillo...,,,,,30,,,,,no,no,,,,,,,
Pesimo servicio. Super lentos los cajeros y de 4 cajas solo ponen a 2 a trabajar sin importar que mucha gente estemos esperando. Pésimo.,Terrible service. The cashiers are super slow and out of 4 cashiers they only put 2 to work no matter how many people we are waiting for. Appalling.,2024-06-04,Citibanamex,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,June,6.0,Guadalajara
"Fui a preguntar sobre los servicios de inversión y me pasó lo mismo que en un BBVA, no me supieron vender los productos para animarme a invertir en el banco, todo lo contrario con el Banorte del centro.","I went to ask about investment services and the same thing happened to me as in a BBVA, they didn&#39;t know how to sell me the products to encourage me to invest in the bank, quite the opposite with the central Banorte.",2024-01-01,Citibanamex,maps,Jalisco,30,Business Model and Innovation,Social External,CUSTOMER MANAGEMENT (VALUE),SUPPLY CHAIN MANAGEMENT,si,si,Social External,Business Model and Innovation,POSITIVE,2024.0,January,1.0,Guadalajara
"Primera vez que fui al banco, y pésimo servicio.","First time I went to the bank, and terrible service.",2024-03-26,Citibanamex,maps,Jalisco,20,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,March,3.0,Guadalajara
"Servicio lento y al ingresar en una fila y tomar ticket, otras personas pasan antes cuando estaban formadas detras. Es ilogico para mi. El de plaza patria parece mas eficiente.","Slow service and when entering a line and taking a ticket, other people pass before when they were lined up behind. It&#39;s illogical to me. The one in Plaza Patria seems more efficient.",2024-07-04,Citibanamex,maps,Jalisco,30,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,July,7.0,Guadalajara
Pesimo servicio ya que van dos ocaciones que para cambiar un cheque la cajera 4 en las dos ocaciones se nego a hacer el cambio que por que estaba mal endosado la primera y la segunda que por que las firmas no concidian y de ahi me voy a transito y ahi sin problema pierde uno tiempo solo por no hacer sutrabajo,"Terrible service since there have been two occasions in which to change a check, the cashier 4 on both occasions refused to make the change, because it was incorrectly endorsed the first and the second because the signatures did not agree and from there I am going to move on. and there without a problem you lose time just for not doing your job",2024-05-15,Citibanamex,maps,Jalisco,10,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,si,si,Environmental,Social Capital,NEGATIVE,2024.0,May,5.0,Guadalajara
"Pésimo servicio de sus 2 practicajas que tienen de las dos no se hace ninguna, seguido no funcionan que supuestamente están en mantenimiento, mal por eso","Terrible service from their 2 practices that they have, none of them are done, they often don&#39;t work, they are supposedly under maintenance, that&#39;s why it&#39;s bad",,,,,15,,,,,no,si,,,,,,,
"Se llena fácil. La atención normal, eso sí el banco cada vez peor.","It fills up easily. Normal service, but the bank is getting worse and worse.",2023-09-02,Citibanamex,maps,Jalisco,40,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,September,9.0,Guadalajara
"Pésimo servicio, después de esperar demasiado, no supieron hacer mi movimiento..","Terrible service, after waiting too long, they didn&#39;t know how to make my move.",2024-01-30,Citibanamex,maps,Jalisco,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,MIXED,2024.0,January,1.0,Guadalajara
Buen servicio de los ejecutivos,Good service from executives,2024-06-24,Citibanamex,maps,Jalisco,85,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,Guadalajara
"Exagerado de lento, cajeros que roban y les juro una pésima atención","Exaggeratedly slow, ATMs that steal and I swear terrible service",2024-01-08,Citibanamex,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2024.0,January,1.0,Guadalajara
"Excelente servicio por parte de el licenciado Ricardo Pérez , pregunten por el cuando vayan sin cita","Excellent service from Mr. Ricardo Pérez, ask for him when you go without an appointment",2024-05-20,Consubanco,maps,Ciudad de México,95,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,POSITIVE,2024.0,May,5.0,Ciudad de México
"Pésimo servicio, deberían de capacitar a sus empleados además el tiempo de espera es demaciado el sistema se va a cada rato, yo tuve que ir tres veces y no me solucionaron nada si van a cambiar de AFORE no elijan Banamex es un calvario para la gente ... Chinga tu madre Banamex 🐀","Terrible service, they should train their employees, plus the waiting time is too long, the system goes out all the time, I had to go three times and they didn&#39;t solve anything for me. If they are going to change AFORE, don&#39;t choose Banamex, it&#39;s an ordeal for people. ... Chinga tu madre Banamex 🐀",2024-03-20,Citibanamex,maps,Jalisco,10,Social Capital,Social Internal,WORK-LIFE BALANCE,CUSTOMER WELFARE,si,si,Social Internal,Social Capital,NEGATIVE,2024.0,March,3.0,Guadalajara
"Primero están dando lata para que te cambies de afore pero cuando algo se ofrece y tienes que venir a sucursal te atiende puro inepto incapaz que no soluciona y no tiene disposición de ayudar, había mucha gente mayor que no entiende de aplicaciones o trámites electrónicos y el personal en general los trata con condescendencia  e impaciencia. Chinga tu madre banamex","First they are pestering you to change your afore but when something is offered and you have to come to the branch you are served by a pure inept person who does not solve and is not willing to help, there were many older people who do not understand applications or electronic procedures and the Staff in general treat them with condescension and impatience. Chinga your mother banamex",2024-03-08,Citibanamex,maps,Jalisco,15,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,si,si,Social Internal,Human Capital,NEGATIVE,2024.0,March,3.0,Guadalajara
"Pésima atención, abren a las 8 pero empiezan a atender después de las 9, tardan muchísimo en los trámites por estar platicando entre los empleados o con el celular, hacen el trámite más lento intencionalmente, pésimo servicio. Debería poner cartas en el asunto.","Terrible service, they open at 8 but start serving after 9, they take a long time in the procedures because they are talking among the employees or with the cell phone, they intentionally make the procedure slower, terrible service. I should put my hand to the matter.",2023-12-01,Citibanamex,maps,Jalisco,10,Social Capital,Social Internal,WORK-LIFE BALANCE,CUSTOMER WELFARE,si,si,Social Internal,Social Capital,NEGATIVE,2023.0,December,12.0,Guadalajara
"Fui por un trámite de la aforé y de principio a fin todo el personal sumamente amable y organizado, si me pidieron llegar 15 minutos antes de mi cita y es el único punto más entretenido porque hay fila, pero tanto el recepcionista, como el personal que revisa cita y documentos como la señorita que me atendió en cubículo todos muy amables. No me tocó observar ningún incidente.","I went for a scheduled procedure and from start to finish all the staff were extremely friendly and organized, they did ask me to arrive 15 minutes before my appointment and it is the only most entertaining point because there is a line, but both the receptionist and the staff Check appointment and documents like the lady who attended to me in the cubicle, all very friendly. I did not have to observe any incident.",2023-07-15,Citibanamex,maps,Jalisco,85,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,July,7.0,Guadalajara
"Pésimo servicio, tengas o no tengas cita la atención es bastante lenta, y muy retardada, una persona tenía cita a las 12 pm, eran 14:30 pm y todavía no era atendida, una llegó desde las 8:00 am y fue atendida hasta las 12:30pm, yo llegué sin cita dispuesta a esperar por atención desde 10:30 am, me dieron una expectativa de atención de probablemente 4 horas (14:30 pm) aún a pesar de eso me decidí a esperar, aún sin cita es un tiempo bastante largo como para no poder atender a un cliente, de cualquier forma no me atendieron ya que indicaron que no podían asegurar alcanzarme a atender pero eso me lo comunicaron hasta que me acerqué porque ya habían pasado esas 4 horas expectativa,(2:30 pm) y estaban ya a hora y media del cierre, ya que cierran a las 4pm, me comentó la persona que tenia en lista a 6 con cita, como 8 citas retardadas y más de 10 sin cita como yo,  todo eso a atender entre 2:30 pm a 4pm era lógico que muchas de las personas que estaban ahí se iban a quedar sin atención, 18 estaciones/cubículos de atención y de ellos sólo 9 con personal y en horas de comida que fue como entre 1:00 pm a 3pm, peor, sólo eran como 7 estaciones, siendo el lugar especializado para las cuestiones afore, por lo tanto con mucha demanda ¿Como es que no estan completos de personal?, sólo perdi mi tiempo y ni mi trámite pude hacer, al igual que muchas personas que en el transcurso de esas horas vi partir porque ya tenían al igual que yo bastante tiempo esperando, y reitero no sólo sin cita, tambíen personas con cita esperaron más.
4 horas perdidas para no poder hacer una actualización de datos, deberian eficientar tiempos, contratar el personal necesario o en su defecto mejorar sus procesos y poder hacer las actualizaciones/trámites de datos en línea y no hacerlo a uno ir reiteradas veces a un banco en el que con suerte te atienden pero despues de bastante tiempo o ni te atienden.","Terrible service, whether you have an appointment or not, the attention is quite slow, and very delayed, one person had an appointment at 12 pm, it was 2:30 pm and was still not attended to, one arrived at 8:00 am and was attended until 12:30 pm, I arrived without an appointment ready to wait for attention from 10:30 am, they gave me an expectation of attention of probably 4 hours (2:30 pm) even though I decided to wait, even without an appointment it is a long enough time to not be able to serve a client, in any case they did not serve me since they indicated that they could not guarantee that they would be able to serve me but they told me that until I approached because those 4 hours of expectation had already passed, (2: 30 pm) and they were already an hour and a half away from closing, since they close at 4 pm, the person told me that he had 6 on the list with appointments, about 8 late appointments and more than 10 without appointments like me, all of that to attend to between 2:30 pm to 4 pm it was logical that many of the people who were there were going to be left without attention, 18 service stations/cubicles and of them only 9 with staff and during lunch hours which was around 1:00 pm at 3pm, worse, there were only like 7 stations, being the specialized place for Afore issues, therefore with a lot of demand. How come they are not full of personnel? I just wasted my time and I couldn&#39;t even do my procedure, like that many people that during those hours I saw leave because they had already been waiting, like me, for a long time, and I reiterate not only without an appointment, also people with an appointment waited longer. 4 hours lost to not be able to update data, they should make time more efficient, hire the necessary personnel or, failing that, improve their processes and be able to do data updates/procedures online and not make one go repeatedly to a bank in the one where with luck they serve you but after a long time or they don&#39;t even serve you.",2023-11-30,Citibanamex,maps,Jalisco,10,Human Capital,Environmental,ENVIRONMENTAL PROTOCOLS,EMPLOYEE HEALTH & SAFETY,si,si,Environmental,Human Capital,NEGATIVE,2023.0,November,11.0,Guadalajara
"Audi con mi cita y documentos para realizar el registro de mis datos Biométricos, la verdad se sacaron un 10 desde recepción para revisar tu cita y documentos, hasta la señorita que me atendió, ni 10 min espere para que me pasaran a realizar mi trámite, TODOS muy amables, también observé exelente trato con las personas de la 3ra edad muy buenos y pacientes.
Mi recomendación es sacar cita y preguntar por los documentos que se necesitan para que tú trámite pueda ser fluido.
FELICIDADES ecxelente atención!!","Audi with my appointment and documents to register my Biometric data, the truth is that they got a 10 from reception to review your appointment and documents, to the lady who assisted me, I didn&#39;t wait 10 minutes for them to come and carry out my procedure, EVERYONE was very friendly, I also observed excellent treatment with the very good and patient elderly people. My recommendation is to make an appointment and ask for the documents that are needed so that your process can be smooth. CONGRATULATIONS, excellent attention!!",2023-09-19,Citibanamex,maps,Jalisco,95,Business Model and Innovation,Environmental,ENVIRONMENTAL PROTOCOLS,SUPPLY CHAIN MANAGEMENT,no,no,Environmental,Business Model and Innovation,NEGATIVE,2023.0,September,9.0,Guadalajara
Atienden muy lento y la gente estamos en el sol pésimo servicio,"They serve very slowly and people are in the sun, terrible service",2023-11-06,Citibanamex,maps,Jalisco,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,POSITIVE,2023.0,November,11.0,Guadalajara
"Pésimo servicio, denigrante para las personas que piden ayuda los asesores no dan, ni apoyan al cliente.","Terrible service, degrading to the people who ask for help, the advisors do not give or support the client.",2023-12-08,Citibanamex,maps,Jalisco,10,Human Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),EMPLOYEE HEALTH & SAFETY,si,si,Social External,Human Capital,POSITIVE,2023.0,December,12.0,Guadalajara
"Pésimo servicio, atención, son lentos, no tiene nada, da lástima.

Deberían por lo menos tener una buena atención al cliente.","Terrible service, attention, they are slow, there is nothing, it&#39;s a shame. They should at least have good customer service.",2023-08-29,Citibanamex,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,August,8.0,Guadalajara
"Número de teléfono incorrecto
Mucha gente y atienden lento
Descripción de utilidades inexactas",Incorrect phone number Many people and slow service Inaccurate description of utilities,2024-01-04,Citibanamex,maps,Jalisco,20,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER PRIVACY,no,no,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Guadalajara
"yo estaría muy preocupado como banco por mi reputación 3.1 ni las dependencias de gobierno que son un asco ayer me di una vuelta por esta sucursal y todos los cajeros automáticos, los 6 ,fuera de servicio pero que tal cuando uno se atrase ? felicidades son un servicio cada vez más deficiente","I would be very worried as a bank about my reputation 3.1 nor the government agencies that are disgusting. Yesterday I walked around this branch and all the ATMs, all 6, were out of service, but what about when one is late? congratulations, the service is increasingly poor",2023-09-05,Citibanamex,maps,Jalisco,20,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,POSITIVE,2023.0,September,9.0,Guadalajara
"Dependiendo el servicio que solicitas es el tiempo que tardan y te resuelven tus dudas.
Son amables desde que llegas,
En especial el banquero 1 🤭 si no fuera por el no me daba cuenta que tenía mi INE caducada 😂
Pero también observé que los demás trabajadores son pacientes con las personas mayores
Está en buena ubicación el banco","Depending on the service you request, the time it takes to resolve your questions is. They are friendly from the moment you arrive, especially banker 1 🤭 if it weren&#39;t for him I wouldn&#39;t realize that my INE had expired 😂 But I also observed that the other workers are patient with the elderly The bank is in a good location",2023-08-15,Citibanamex,maps,Jalisco,80,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,August,8.0,Guadalajara
"Se tardan mucho en atenderte al pedir estado de cuenta, ya que por la app, no me acepta ninguna identificación, y no puedo entrar.
A los acompañantes los sacan al calor de 46°C🥵 estoy de acuerdo que es pequeño el lugar en primera puerta, pero casi no había gente y lugares sí.
En segunda puerta, hay muchas sillas, y las comisiones que cobran?
Merecemos mejor trato‼️
No venimos a pedir limosna‼️
Viven todos los trabajadores
del aforé Banamex
de nuestro dinero ‼️
También deben dar más datos de dónde está el aforé Banamex
Aparte de la dirección, como que enfrente está una Walmart
A un lado una gasolinera OXXO y
Al otro lado un restaurante KFC
....
Para actualizar datos
Dan fechas hasta el 24 junio 2024
Y hoy estamos a lunes 27 de mayo 2024.
QUE MAL SERVICIO DAN
Y así muchas personas, no salen satisfechas con el servicio","They take a long time to assist you when you request an account statement, since the app does not accept any identification, and I cannot enter. They take the companions out in the heat of 46°C🥵 I agree that the place at the first door is small, but there were almost no people and there were places. At the second door, there are many chairs, and what commissions do they charge? We deserve better treatment!! ️ We do not come to beg for alms!! ️ All the workers of the Banamex aphoré live off our money!! On the other side a KFC restaurant.... To update data They give dates until June 24, 2024 And today we are Monday, May 27, 2024. WHAT A BAD SERVICE THEY GIVE And so many people are not satisfied with the service",2024-05-27,Citibanamex,maps,Nuevo León,15,Social Capital,Environmental,ENVIRONMENTAL PROTOCOLS,CUSTOMER WELFARE,si,si,Environmental,Social Capital,POSITIVE,2024.0,May,5.0,Monterrey
Pésimo servicio  es 1:22 pm y ya está cerrado en sábado aquí dice q cierran a las 2 pm o actualicen,Terrible service it&#39;s 1:22 pm and it&#39;s already closed on Saturday here it says they close at 2 pm or update,2024-06-08,Citibanamex,maps,Nuevo León,15,Social Capital,Social External,PRICE/QUALITY RATIO,CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,Monterrey
Pesimismo lugar! El servicio siempre es demasiado lento… no hay cajeros para hacer pagos… otras sucursales tienen la misma cantidad de personal (2 cajeros) y atienden mucho más rápido!,Pessimism place! The service is always too slow… there are no cashiers to make payments… other branches have the same amount of staff (2 cashiers) and serve much faster!,2024-02-12,Citibanamex,maps,Nuevo León,20,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,si,si,Social Internal,Human Capital,NEGATIVE,2024.0,February,2.0,Monterrey
"La atención deja mucho que desear

Quien recibe a los clientes prácticamente es el único que se visualiza realiza su trabajo.

Para pasar con ejecutivos, como casi siempre solo ponen un ejecutivo para toda la sucursal, tardas una hora en que atienda el ejecutivo (quien si lo hace bien, por cierto)

Del área de cajas era lo único que se salvaba, manteniedo un regular con flujo de gente. Sin embargo, el día de hoy, después de estar perdiendo una hora esperando atención por parte del cajero, decido abandonar el banco.

Con una hora de espera, 10 clientes antes de mi turno, y un solo cajero laborando mientras el resto de sus compañeros solo se quedan mirándolo en lugar de ayudarle al cajero si tiene problemas o buscar la atención de los clientes, no merece la pena volver más a la sucursal ni para cancelar la cuenta prefiriendo otra sucursal.
Irónicamente iba a estrenar el ""beneficio"" de priority que cumplía un corte.

Lo que queda para retroalimentación si alguna vez lo leen, es que en resumen, el problema es la atención hacia los clientes, la cual es pauperrima, debido a la apatente escaces de personal que cuentan.","The attention leaves a lot to be desired. The person who receives the clients is practically the only one who sees himself doing his job. To deal with executives, as they almost always only put one executive for the entire branch, it takes an hour for the executive to attend (who does it well, by the way). The cashier area was the only thing that was saved, maintaining a regular with flow of people. However, today, after wasting an hour waiting for attention from the teller, I decide to leave the bank. With an hour of waiting, 10 customers before my turn, and a single cashier working while the rest of his colleagues just stare at him instead of helping the cashier if he has problems or seeking the customers&#39; attention, it&#39;s not worth coming back. more to the branch or to cancel the account preferring another branch. Ironically I was going to release the priority &quot;benefit&quot; that made a cut. What remains for feedback if you ever read it, is that in summary, the problem is the attention to customers, which is very poor, due to the apparent shortage of personnel they have.",2023-07-25,Citibanamex,maps,Nuevo León,15,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,si,si,Social Internal,Human Capital,NEGATIVE,2023.0,July,7.0,Monterrey
"Pésimo servicio en general para los Banamex ya e visitado 3 veces para aperturar cuenta de TC y por el tiempo de espera me e tenido que retirar, mi sugerencia es que si les van a dar prioridad a sus clientes activos y sobre todo a los priority, aseguren tener personal !!! Para que cualquier otro que no tenga esa estatus no tenga que esperar más de 2 horas.
UN IMSS MAS","Terrible service in general for Banamex, I have already visited 3 times to open a TC account and due to the waiting time I had to leave, my suggestion is that if they are going to give priority to their active clients and especially to the priority ones, Make sure you have staff!!! So that anyone else who does not have that status does not have to wait more than 2 hours. ONE MORE IMSS",2023-07-12,Citibanamex,maps,Nuevo León,10,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,si,si,Social Internal,Human Capital,NEGATIVE,2023.0,July,7.0,Monterrey
Pesimo servicio si no eres cliente ni vayan no los atienden te dejan esperando mas de 1 hora pesimo,"Terrible service, if you are not a customer, don&#39;t go, they don&#39;t attend to you, they leave you waiting for more than 1 hour, terrible.",2023-05-30,Citibanamex,maps,Nuevo León,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,May,5.0,Monterrey
"Pesimo servicio , muy lento el servicio espero y Agan algo para cambiar su servicio o tendré que cambiar de banco","Terrible service, very slow service I hope they do something to change their service or I will have to change banks",2023-06-19,Citibanamex,maps,Nuevo León,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2023.0,June,6.0,Monterrey
Buen servicio una vez que te permiten ingresar,Good service once they allow you to enter,2023-07-25,Citibanamex,maps,Nuevo León,70,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2023.0,July,7.0,Monterrey
Personal descortés y mal capacitado,Rude and poorly trained staff,2023-06-24,Citibanamex,maps,Nuevo León,20,Human Capital,Social Internal,LOYALTY (RECOMMENDATION),EMPLOYEE HEALTH & SAFETY,no,si,Social Internal,Human Capital,POSITIVE,2023.0,June,6.0,Monterrey
Malísimo servicio,Terrible service,2024-05-14,HSBC México,maps,Jalisco,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,May,5.0,Guadalajara
Pésimo servicio. No aplican pagos en tiempo. Los pagos extemporáneos a capital los aplican mal. El servicio teléfono es pésimo y hay que llamar muchas veces para que atiendan una aclaración y volver a llamar porque no resuelven. El menú teléfono es confuso.,Terrible service. Payments on time do not apply. Late capital payments are misapplied. The phone service is terrible and you have to call many times to get a clarification and call again because they don&#39;t resolve it. The phone menu is confusing.,2024-01-16,Consubanco,maps,Querétaro,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,January,1.0,Querétaro
Todo muy bien y el personal atento con los clientes.,Everything was very good and the staff was attentive to customers.,2023-12-17,Consubanco,maps,Chihuahua,90,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2023.0,December,12.0,Juárez
"Pésimo servicio, sobre todo lentos en la forma de atender y hacer desempeños.
Las vitrinas están muy sucias.","Terrible service, especially slow in the way they serve and perform. The display cases are very dirty.",2024-04-23,Fundación Dondé Banco,maps,Chihuahua,15,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEGATIVE,2024.0,April,4.0,Juárez
Muy amables en todo momento ♥️ personal muy capacitado.  Felicitaciones!,Very friendly at all times ♥️ very trained staff. Congratulations!,2023-06-24,Fundación Dondé Banco,maps,Chihuahua,90,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,no,no,Social Internal,Human Capital,POSITIVE,2023.0,June,6.0,Juárez
"Pésimo servicio, antes era muy bueno pero ahora con el personal que tienen hasta niegan el servicio dando el argumento que tienen que romper El Oro ( absurdo) de nada sirve empeñar ahí por eso siempre está solo.","Terrible service, before it was very good but now with the staff they have they even deny the service giving the argument that they have to break El Oro (absurd) there is no point in pawning there so you are always alone.",2023-08-15,Fundación Dondé Banco,maps,Ciudad de México,20,Human Capital,Social Internal,WORK-LIFE BALANCE,LABOR PRACTICES,si,si,Social Internal,Human Capital,MIXED,2023.0,August,8.0,Ciudad de México
pésima sucursal y servicio en todo un dia no tuvieron sistema para empreño deberian mejor cerrarla,"Terrible branch and service for a whole day they had no system for employment, they should better close it",2024-05-30,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,si,si,Social External,Social Capital,NEGATIVE,2024.0,May,5.0,Ciudad de México
"Pésimo servicio, por parte del valuador, me acerque para saber cuanto me daban por una prenda de 10 K y me dejo esperando media hora porque ""estaba ocupado"" le comenté en dos ocasiones que solo quería saber cuanto prestaban por gramo de oro 10k y se negó a darme la atención, en fin no recomiendo visitar.","Terrible service from the appraiser, I approached to find out how much they would give me for a 10K item of clothing and he left me waiting for half an hour because &quot;he was busy&quot; I told him on two occasions that I just wanted to know how much they would lend per gram of 10k gold and he He refused to give me any attention, in short I do not recommend visiting.",2024-02-08,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Environmental,ENVIRONMENTAL CULTURE,CUSTOMER WELFARE,si,si,Environmental,Social Capital,NEGATIVE,2024.0,February,2.0,Ciudad de México
Noconfien eyos,Don&#39;t trust them,2024-05-26,Fundación Dondé Banco,maps,Ciudad de México,20,Leadership and Governance,Governance,WHISTLEBLOWER LINE (TRUST),BUSINESS ETHICS,no,no,Governance,Leadership and Governance,NEGATIVE,2024.0,May,5.0,Ciudad de México
"La ""valuadora"" es una ratota, según su valuación, el gramo de oro lo pagan en 87 pesos jajajajajaja

Neta agradezcan que su servicio telefónico es pésimo y no se puede reportar su incompetencia.","The &quot;valuator&quot; is a rat, according to her valuation, they pay 87 pesos per gram of gold hahahahaha Neta be thankful that their telephone service is terrible and their incompetence cannot be reported.",,,,,20,,,,,no,no,,,,,,,
"La atención del personal muy buena, excepto por una Señora que está en Caja una de lentes ya grande, No entiendo si no les gusta su trabajo para que lo aceptan!!! Alomejor por la edad ya no la aceptan donde sea, pero debería de buscar algo de su agrado!!!","The staff&#39;s attention is very good, except for a lady who is boxing up one of her already large glasses. I don&#39;t understand if they don&#39;t like their job so they accept it!!! Maybe because of her age they no longer accept her anywhere, but she should look for something she likes!!!",2024-06-17,Fundación Dondé Banco,maps,Ciudad de México,45,Human Capital,Social Internal,WORK-LIFE BALANCE,EMPLOYEE HEALTH & SAFETY,no,no,Social Internal,Human Capital,POSITIVE,2024.0,June,6.0,Ciudad de México
He tenido todo el apoyo para solucionar mis empeños y ahora me están apoyando demasiado para recuperar las cosas del amor de mi vida,I have had all the support to solve my endeavors and now they are supporting me too much to recover the things of the love of my life,2023-09-20,Fundación Dondé Banco,maps,Ciudad de México,85,Human Capital,Environmental,ENVIRONMENTAL CULTURE,LABOR PRACTICES,no,no,Environmental,Human Capital,NEGATIVE,2023.0,September,9.0,Ciudad de México
"Pésimo servicio por parte de las señoritas.
La cajera siempre de mala cala.
La que checa las piezas haciendo comentarios de mal gusto y la ayudante siempre enojada.
Deberían tener mejor atención,ya que brindan un servicio.","Terrible service from the ladies. The cashier is always rude. The one who checks the pieces making comments in bad taste and the always angry assistant. They should have better attention, since they provide a service.",2024-06-11,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),CUSTOMER WELFARE,no,si,Social External,Social Capital,NEGATIVE,2024.0,June,6.0,Ciudad de México
"Muy mala atención las señoritas nunca encuentran el artículo en sistema y no te lo aceptan el artículo ,deberían de capacitarlas mejor","Very bad service, the ladies never find the article in the system and they do not accept the article, they should be trained better",2024-06-10,Fundación Dondé Banco,maps,Ciudad de México,10,Social Capital,Social External,PAYMENT (TIMELY),CUSTOMER WELFARE,no,no,Social External,Social Capital,NEUTRAL,2024.0,June,6.0,Ciudad de México
Las señoritas que se encuentran en la sucursal te ven parado y no te atienden el día de hoy acudí en dos ocasiones queriendo empeñar una cadena de plata espere más de 20 min y ninguna persona fue buena para atenderme apresar de que me acerque a preguntarles que si me podían apoyar su contestación fue muy prepotente y solo contestaron ahorita te atiendo sin muy groseras no sirven ni para brindar información espero hagan algo yo e empeñado varias veces aquí y con estas chicas el servicio es fatal que mal que tengan gente como ellas que en ves de apoyar a la gente atiendan cuando quieran y como quieran,"The ladies who are in the branch see you standing and do not serve you. Today, I went twice wanting to pawn a silver chain, I waited more than 20 minutes and no person was good enough to assist me and stop me from approaching them to ask them if They could support me, their response was very arrogant and they only answered right now, I will assist you without being very rude, they are not even useful in providing information. I hope they do something. I have been here several times and with these girls, the service is fatal. It&#39;s bad that they have people like them who instead to support people when they want and how they want",2023-08-08,Fundación Dondé Banco,maps,Ciudad de México,15,Human Capital,Social External,CUSTOMER MANAGEMENT (QUALITY),EMPLOYEE HEALTH & SAFETY,si,si,Social External,Human Capital,POSITIVE,2023.0,August,8.0,Ciudad de México
