"Review","DS","Bank Name","data_source","Bank ID","state","Pilar","Predicted_Pilar","SASB","Predicted_SASB","dimension_SASB","dimension_SASB.1","dimension_SSINDEX","Sentiment_score","response_text","relevance","Sentiment_gen","spam","Industry"
"This shows, Airbus was WAY AHEAD of its time when designing their cockpit and overall aircraft design philosophy.
Last time Boeing or its customers said that requiring additional training for its pilot was detrimental to the operation of the type, 2 crashes happened and the entire world wide fleet of MAX were grounded...",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","BENEFITS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"It sounds like sales are a bigger concern than safety.",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","HEALTH (WORKPLACE)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Boeing Boeing Boeing what the heck is going on. They need to clear house at the top, fire them all. It seems like this all happened when they left the Northwest they really went down the tubes they became to top-heavy with CEOs with business degrees instead of CEOs with engineering degrees",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Why does it appear that the stories you do on the Boeing 737 have a color of dislike for the aircraft or company and not about actual safety and practicality... commonality is a good practice. 
Technology can be incorporated into an existing certification with training instead of requiring a separate certification for one version.",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"Boeing suffered two fatal crashes because they want to tell the airlines that no additional pilot training is required to fly their new planes. They are trying to do the same thing with the Max 10 now. Go figure!",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","OTHER","OTHER","TRAINING",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Scrapping the MAX 10 is a business decision, if the CEO needs to cancel it then that is what Boeing should do.  I'm sure that Boeing is currently busy designing the MAX 11 and the MAX 12",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (QUALITY)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"The MAX does not need EICAS. If all systems work just as the rest of the 737 line then donâ€™t fix it. Adding EICAS is just going to make it more confusing to pilots and require extra training and change of procedures. The RECALL system on the 737 works well, pilots understand it",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"It's about cost pure and simple. Training costs, upgrades costs, delay costs. The only thing Boeing corporate think is free is the endangerment of human life. EICAS is a vastly superior system to current 737 cockpits and should not be delayed to satisfy Boeing shareholders! Corporate greed in America (and many other countries including my own) has already got lot's of blood on its hands from political lobbying to reduce costs and safety.",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"The only reason Boeing and the airlines donâ€™t want this in the 737 is because of the cost of training pilots on the system. Itâ€™s a profit grab at the expense of safety.",21-07-2022 16:16,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"Comac, like Airbus and Lockheed, has leadership with actual experience in aviation. Boeing has a CEO who was an accountant at an equity firm, and a president who was chief financial officer at a bank.

It will be better than Boeing's offerings. Depressing to say, as someone who used to be a die-hard Boeing fan. Maybe one day they'll go back to their roots.",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"While I don't see many sales outside China and their geopolitical friends, those nations alone have a big enough aviation market to hamper Boeing and Airbus long-term",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Considering China's population, Comac's priority will be to meet local demand. According to a report by Boeing, China will need around 8700 commercial planes by 2041,,, which means that Comac must be ready to manufacture around 50% of these. With recent conflict between Russia and the west, China will get a large order from Russia, Belarus and other nations like Cuba, Indonesia so i doubt China will need to penetrate western market any soon",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"If China can challenge the already-dominated jet airliner market by Airbus and Boeing then it shows its determination to take a bite out of the market pie and perhaps a large one when its supply chain is well-established. The Chinese cannot be underrated, these guys have their own space station and also a presence on fkn Mars.",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"If Chinese-made cars are any indication, then...no. Comac will remain local to China and certain Asian markets. The international market is especially cut throat and very competitive.  

The way China operates wouldn't work for sales of heavy machinery, cars, planes, etc.  These are things where having a ""public reputation"" for reliability and performance cannot be compromised. It takes many years and even decades to build up a trustworthy reputation. One plane crash or engine failure is a huge blow to even Western companies (Boeing knows this) .  

Building consumer electronics is very different to building heavy machinery where people need to have absolute faith in the performance. China would need to change their design philosophy of they want to compete. Quality remains Supreme.",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","MATERIALS & EQUIPMENT",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"As long as the extra competition doesn't cause the corporate overlords of Airbus and Boeing to enforce the same kind of cost- and corner-cutting seen with the 737 Max development, I would be in favour of some market disruption to drive new development!",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","PRICE/QUALITY RATIO",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"Indeed, as you said, the domestic Chinese market it massive, and the C919 will get more than enough sales to mature the industry enough to spread into other areas of the market.
We wonâ€™t see it internationally for a while and competitive wide-bodies for even longer. While Iâ€™ll admit I wouldnâ€™t fly on one, it is also highly unlikely this will end in failure.",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"I think it will be really difficult for Comac to make much of a dent in the duopoly for a while. Largely because of efficiency. Airbus is planning to have much more efficient aircraft, and maybe even completely green regional aircraft by ~2030. Meanwhile Comac already have so much they need to do for the already less efficient 919 that probably wonâ€™t be finished by mid 2030",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"As a traveler, I'm concerned about safety. Being certified doesn't mean no unknown safety issues. It seems more risk to me to fly a new model compared to 737 or A320 that's been there for decades with many fatal accidents in its early age.",17-12-2022 17:01,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"I would absolutely not be reassured about MAX fixes. Boeing has had huge issues with quality over the last decade at least. See also the 787, 777X and so on. I also don't see any substantial better specs on the 737. In fact, the video does its best to be dismissive of any Airbus advantages.",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","PRICE/QUALITY RATIO",15,"PuntuaciÃ³n=15","si","NEGATIVE","no","Aviation & Aerospace."
"Interesting video, but I'd say largely flawed. The single biggest cost to airlines is fuel over an aircraft's life not the upfront cost. It doesn't matter if a 737 can carry X passengers a further Ynm if it uses more fuel to do that. According to Wikipedia (I know, probably questionable, but the intent stands), the A320neo has a fuel efficiency per seat of 2.25 litres / km and the 737 MAX 9 has 2.28... that's a 1.3% difference which might not seem much but is actually enormous in the aviation industry. Note that the addition of Sharklets on the A320neo gave a 3-4% fuel burn saving, and only up to that much on flights with long cruise segments!

It's way more complicated than this as these numbers are likely assuming a full cabin, full fuel tanks and maximum ranges, airline operations obviously very rarely meet all 3 of these criteria. Airlines will run all the very complicated calculations and find out what suits their network best to even achieve a fraction of a percentage in fuel savings. Paying slightly more for an aircraft you want will pay for itself in the long run in fuel savings.",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL PROTOCOLS",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"The whistleblower death  is very suspicious . Boeing going through a bad time currently . I like airbus and boeing",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","WHISTLEBLOWER LINE (ACCESS)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"I donâ€™t think he explains more important things like efficiency cost per seat ect, instead of how powerful the engines are",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"For people saying ""737 Max airframe is old and unsafe""
The software is what made it unsafe, not the 60 years old airframe, airlines don't care how old the airframe is, as long as it gets upgraded along with technological development in the aviation industry, as is the case for A320 and 737.
MCAS's purpose was to change the flight characteristics and control surface handling to make it similar to 737NG as a solution for engine placement problems.
Technically the 737 Max is flyable without an MCAS system, but it was installed for training cost cuts, and somehow Boeing decided to hide the system back then.
Old is gold but that being said everything has its end. 737 Max family would be the last ever 737 generation Boeing has developed, and it's time for Boeing to develop a new clean sheet narrowbody jet ""NMA"".",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","DIVERSITY",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I am a Boeing fan, but have had good and bad flights from both families of aircraft.  Boeing has to eat a lot of humble pie and regain the trust of the flying public, airlines, and government regulators.  I know they are up to the task!  Also, there is so much demand that Airbus couldn't fulfill every order, if every 737 customer ditched Boeing.  I would advise the Airbus CEO to be careful before increasing A320 family production.  He could end up hurting the Airbus image, harming contractors/vendors, and his own Max crisis.  With global supply shortages, I think he plans are too ambitious.",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER WELFARE","CUSTOMER WELFARE","CUSTOMER MANAGEMENT (QUALITY)",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"With safety being considered, its always airbus. But oh boy, the boeing sky interiors are the best must say. Beautiful interiors",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","TRAINING",80,"PuntuaciÃ³n=80","si","POSITIVE","no","Aviation & Aerospace."
"Boeing 737 max has the edge in cargo capacity and fuel efficiencyðŸ›«",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","ENERGY MANAGEMENT","ENERGY MANAGEMENT","ENVIRONMENTAL ACTIONS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"You can't make that statement with all honesty that you did with the 737 being out the 319 because of its 100 mile great range being more fuel efficient WITHOUT knowing its fuel capacity for that range and comparing that as well.  Plus, as you point out...the Airbus has 7 more seats which, again as you state, increases weight and thus reduces range if the fuel to move that additional weight isn't factored in to the totals.  To say the 737 is more fuel efficient is a total based on those parameters is disingenuine.

Where Airbus was looking with the A321neo/XLR is the direct replacement for the aging 757 fleet and the airlines who have, had or still desire that capacity and range (TATL is where the ship found its niche on long thin routes after its discontinuation) Airbus wants that market.

What's funny about the total series sales for the two...the Boeing was launched in the 60s and had nigh on 20 years of advance production time over the Airbus.  In fact, it was flying in airline service for almost a decade before Airbus even existed.  So I'd say Airbus has done on heck of a job to have caught up in a much shorter production time.

As a former ramp rat and as a passenger, while I am a Boeing fan for it being a US product...you cannot beat the Airbus for comfort and ride as well as the qualities it has on the ramp.  I HATED seeing a damn 737 on the schedule.  Give me the Bombardier regionals, the Douglas/McDonnell Douglas T-tails and the Airbus' all day long.  I hated the 737 if I was anything other than the ramp boss and not actively having to work on it.

Bottom line...both are great products regardless of whether a person is a Boeing or Airbus person.  Companies have such a complex process for decision making, but it goes well beyond the numbers and in some cases, nationalism plays a roll as well.  In the end, how each manufacturer manages to do it, I really don't know.  Each airline wants its own specs and tells the builders what they want and what Ryanair and Southwest want may not line up with someone else's need...but who ultimately will the designers listen to?  Their sales department.  He who has the biggest interest will get most of what they want ultimately and everyone will have to adjust.

That's why the MAX had the issues it has.  Southwest Airlines is the cause of that.  100% on the shoulders of them.  They demanded the commonality for the pilots and as such, to make the MAX feel like it flies like the NG, they had to put systems in that changed the feel of the plane for them.  Problem was, they didn't tell the other airlines of this feature and and as result, the crashes because the system for Southwest was a unspoken ""secret.""",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"as a boeing fan i can't defend 737 here. its obvius that A320 had decent edge over 737 family. but 737 still remain my personal favourite. i just like the design of 737 Max much more than A320 Neo.

although 737 Max isn't competitive enough to fight A320 Neo, boeing still have some edge when it comes to freighter variant which A320 series lacks. the sales in this category isn't large though.

Edit: someone in my reply told me that airbus had freighter variant of A320 so that's a good thing! Finally airbus started to catch up to boeing in freighter market but airbus still needs long way to go to challenge boeing in this segmentðŸ‘",14-07-2022 11:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"Questions:
Do these airplanes also fly in New York? 
Payment? Is it a lot?
Thanks!",16-02-2015 19:55,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","SUPPLIERS PERFORMANCE (QUALITY)",60,"PuntuaciÃ³n=60","si","NEUTRAL","no","Aviation & Aerospace."
"I worked for TWA 1980-1992. I miss what flying used to be. A 5 course meal cooked onboard and impeccable service. The 747 was, and still is my favorite airplane.",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","CUSTOMER MANAGEMENT (VALUE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"I can't tell what class this would have been on the 747, but on BA's A380, this is exactly how the business class looks like.",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","CUSTOMER MANAGEMENT (VALUE)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"I have actually flown in business class on a BA 747 a few years ago. So sad to se them go away but I am glad part of the plane has been preserved",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"Honestly, I would love to go to something like this. I love flying and the experience of travel. It would be really fun to be able to go sit in a ""plane"" and get first-class service for a few hours, then go home. All without leaving the ground or the hassle of dealing with an airport! What a cool idea!",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","QUALITY",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"Another stellar video Captain. The wait between videos is worth the quality videos. Honestly wish something like this existed when I was younger and had time to switch careers. I would have seriously looked at pausing my career to earn a CPL.",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","TRAINING",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Great video of an amazing place to visit. Brings back many memories of business flights with BA on the QOTS. A moment in time preserved, I cannot wait to visit. For the authentic experience .. do the fold-out tables still bounce if someone walks down the aisle?!",05-09-2024 18:00,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","SATISFACTION",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"What the TSA believes will happen if you bring a nail clipper on board",07-05-2022 13:00,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","BUSINESS ETHICS","BUSINESS ETHICS","ETHICAL PROTOCOLS",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"did you outsource the software development for this plane, too?",05-08-2019 16:20,"Boeing","Youtube",3,"Illinois","Social External","Social External","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","SUPPLIERS PERFORMANCE (QUALITY)",45,"PuntuaciÃ³n=45","si","NEUTRAL","no","Aviation & Aerospace."
"Marvi is very sympathic! Would be nice from her to give me some of her math skillsâ€¦",04-01-2022 20:51,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","LABOR PRACTICES","LABOR PRACTICES","SAFETY (WORKPLACE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"4:55... "" No window, like fully privacy""

If there was a window... Who would be looking into the planes bedroom at 30,000 feet?

Superman!",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Leadership and Governance","Leadership and Governance","COMPETITIVE BEHAVIOUR","COMPETITIVE BEHAVIOUR","ENVIRONMENTAL ACTIONS",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"As a guy that lives with his mother, eats 4 days old stale bread, and travels by public transportation I confirm this is a nice experience.",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","CUSTOMER MANAGEMENT (QUALITY)",65,"PuntuaciÃ³n=65","si","NEGATIVE","no","Aviation & Aerospace."
"In summer of 2019, I flew roundtrip on an Air Tahiti Dreamliner nonstop from Los Angeles to Paris in business class where the seats can go flat for sleeping. It was one of the most relaxing experience ever compared to other flights that I have taken in the past. It was so stable and the air was not dry at all. I actually felt rested and not tired after the ten hour flight. I will make it a point to choose a Dreamliner again when I fly in the future, whether in coach or coach plus. The food was good too.",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",95,"PuntuaciÃ³n=95","si","POSITIVE","no","Aviation & Aerospace."
"Glad to see you delighting in our creation - Kestrel Aviation Management",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Business Model and Innovation","Business Model and Innovation","SUPPLY CHAIN MANAGEMENT","SUPPLY CHAIN MANAGEMENT","SAFETY (PROTOCOLS)",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"I taught my students today about Dreamliner as a ""Green Airplane."" They really enjoyed the content.",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Environment","Environment","GHG EMISSIONS","GHG EMISSIONS","ENVIRONMENTAL ACTIONS",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"Everything the staff said was scripted ðŸ˜‚ðŸ˜‚",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","OTHER","OTHER","TRAINING",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Feeling somehow embarrassed now, such an unnatural service.",17-11-2017 13:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","ACCESS & AFFORDABILITY","ACCESS & AFFORDABILITY","ENVIRONMENTAL ACTIONS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"Itâ€™s a shame they improve everything on the plane but thereâ€™s never any improvement for economy always less space and more uncomfortable seats",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Business Model and Innovation","Business Model and Innovation","SUPPLY CHAIN MANAGEMENT","SUPPLY CHAIN MANAGEMENT","ENVIRONMENTAL ACTIONS",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"The B747 is still the most beautiful jumbo jet ever built but why is economy class still so boring? Back in the 70s when the queen of the skies ferried people across the world she did so not by only offering first class or business class spacious lounges to enjoy but to the economy class flying public as well. I think we should go back to those times instead of showing me how much first class has changed in the aircraft. She had a beautiful past, she can gain an amazing future. Come on the true jumbo jet deserves to be reconfigured to suit everybody, not just the front but the entire plane can wow everyone again as it once did. Bring it Boeing! Build it and we will fly in it.",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL PROTOCOLS",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
"Sam, amazing video. Boeing is really coming strong, however, I donâ€™t think a passenger in business class seating by the window should claim over another passenger, for example Iâ€™m a disabled man and love the window seat I could never be able to have the window. I love airline that has a 1-2-1 Business Class configuration. Anyway, thank you for sharing",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Environmental","Environmental","Social Capital","Social Capital","DATA SECURITY","DATA SECURITY","ENVIRONMENTAL ACTIONS",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"would have been great if you could have marked the video with the airplane you were showing. I flew the first 747 Feb. 1970, Lufthansas first 747 flight from Chicago to Frankfurt. At that time the upper deck was only a bar/lounge and it belonged to the first class below. In those days there was no business class. On my way to the airport, the 747 was flying parallel to the Expressway, it looked like it was hanhing in the sky and not moving. That plane was so huge compared to everything else flying at that time. I told my husband I would never fly with that, not knowing that this was my plane. It was a great flight and nearly empty, not like today. Your videos are always geat, thanks for sharing with us.",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","PRICE/QUALITY RATIO",85,"PuntuaciÃ³n=85","si","POSITIVE","no","Aviation & Aerospace."
"0:06 What is the ironing board doing in the corner?",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Governance","Governance","Leadership and Governance","Leadership and Governance","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","MANAGEMENT OF THE LEGAL AND REGULATORY ENVIRONMENT","WHISTLEBLOWER LINE (ACCESS)",50,"PuntuaciÃ³n=50","si","NEUTRAL","no","Aviation & Aerospace."
"i love it. Did you see it...ever so subtle, ""If it's not Boeing...I'm not going"". Awesome.....I always check what I fly before I buy. First the route...direct...then the plane brand.",13-07-2018 12:01,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","HUMAN RIGHTS & COMMUNITY RELATIONS","HUMAN RIGHTS & COMMUNITY RELATIONS","COMMUNITY DEVELOPMENT",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"0:29 â€œSafety is priority here at Boeingâ€
737 Max has left the chat",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",30,"PuntuaciÃ³n=30","si","NEGATIVE","no","Aviation & Aerospace."
"0.30 ""Safety is a priority at Boeing"".... Sure, as long as your profit margins aren't harmed",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",40,"PuntuaciÃ³n=40","si","NEUTRAL","no","Aviation & Aerospace."
"""Safety is a priority here at Boeing"" Said no 737 MAX engineer ever...",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",20,"PuntuaciÃ³n=20","si","NEGATIVE","no","Aviation & Aerospace."
"0:30 ""safety is a priority"" WELL IT WASN'T, BUT I HOPE NOW IT IS AND I HOPE IT STAYS THAT WAY.",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",70,"PuntuaciÃ³n=70","si","POSITIVE","no","Aviation & Aerospace."
"The 777X is a beautiful plane. Canâ€™t wait for it to enter service for commercial flights!",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social External","Social External","Social Capital","Social Capital","CUSTOMER PRIVACY","CUSTOMER PRIVACY","QUALITY",90,"PuntuaciÃ³n=90","si","POSITIVE","no","Aviation & Aerospace."
"""But, of course, safety is a priority here at Boeing.""",06-03-2020 18:31,"Boeing","Youtube",3,"Illinois","Social Internal","Social Internal","Human Capital","Human Capital","EMPLOYEE HEALTH & SAFETY","EMPLOYEE HEALTH & SAFETY","SAFETY (WORKPLACE)",75,"PuntuaciÃ³n=75","si","POSITIVE","no","Aviation & Aerospace."
